??,??,????,??,????
29-08-2019 18.00,2155,1.166,5.093,670.548
29-08-2019 19.00,2156,1.167,5.995,1101.967
29-08-2019 20.00,2157,1.169,6.368,1316.684
29-08-2019 21.00,2158,1.17,6.296,1270.243
29-08-2019 22.00,2159,1.17,6.106,1164.641
29-08-2019 23.00,2160,1.166,5.668,932.939
30-08-2019 0.00,2161,1.161,5.148,693.415
30-08-2019 1.00,2162,1.156,4.633,496.471
30-08-2019 2.00,2163,1.153,4.076,315.526
30-08-2019 3.00,2164,1.151,3.385,150.766
30-08-2019 4.00,2165,1.149,2.701,51.031
30-08-2019 5.00,2166,1.148,2.761,56.459
30-08-2019 6.00,2167,1.147,3.011,87.903
30-08-2019 7.00,2168,1.148,2.941,78.421
30-08-2019 8.00,2169,1.149,3.464,168.253
30-08-2019 9.00,2170,1.151,3.6,195.411
30-08-2019 10.00,2171,1.154,3.645,206.565
30-08-2019 11.00,2172,1.157,3.743,228.503
30-08-2019 12.00,2173,1.16,3.777,236.803
30-08-2019 13.00,2174,1.163,3.89,267.507
30-08-2019 14.00,2175,1.165,4.183,346.763
30-08-2019 15.00,2176,1.167,4.203,352.502
30-08-2019 16.00,2177,1.17,4.126,332.433
30-08-2019 17.00,2178,1.172,4.994,629.985
30-08-2019 18.00,2179,1.174,6.273,1256.764
30-08-2019 19.00,2180,1.176,7.035,1726.243
30-08-2019 20.00,2181,1.179,7.109,1775.204
30-08-2019 21.00,2182,1.18,6.985,1696.59
30-08-2019 22.00,2183,1.179,7.057,1740.74
30-08-2019 23.00,2184,1.173,7.081,1761.851
31-08-2019 0.00,2185,1.164,7.051,1736.422
31-08-2019 1.00,2186,1.159,6.924,1657.88
31-08-2019 2.00,2187,1.155,6.664,1492.267
31-08-2019 3.00,2188,1.152,6.288,1265.347
31-08-2019 4.00,2189,1.15,5.745,971.067
31-08-2019 5.00,2190,1.149,5.129,685.779
31-08-2019 6.00,2191,1.149,2.953,81.014
31-08-2019 7.00,2192,1.149,1.847,4.513
31-08-2019 8.00,2193,1.151,4.855,575.337
31-08-2019 9.00,2194,1.153,6.1,1164.44
31-08-2019 10.00,2195,1.156,6.736,1541.024
31-08-2019 11.00,2196,1.16,7.24,1867.772
31-08-2019 12.00,2197,1.163,7.642,2140.237
31-08-2019 13.00,2198,1.165,7.795,2238.686
31-08-2019 14.00,2199,1.168,7.516,2050.088
31-08-2019 15.00,2200,1.171,6.603,1456.659
31-08-2019 16.00,2201,1.173,5.81,1004.425
31-08-2019 17.00,2202,1.176,5.582,894.237
31-08-2019 18.00,2203,1.178,4.546,464.021
31-08-2019 19.00,2204,1.18,3.237,125.084
31-08-2019 20.00,2205,1.182,1.926,6.052
31-08-2019 21.00,2206,1.183,1.124,0.092
31-08-2019 22.00,2207,1.181,1.9,5.505
31-08-2019 23.00,2208,1.174,3.689,215.619
